epoch;loss;acc;val_loss;val_acc
0;8.36381645183987;0.04467555555555556;3.8238008743286134;0.16956
1;2.723337394663493;0.3246044444444444;2.2442538163757324;0.43492
2;1.6509921687020195;0.5291733333333334;1.690755838432312;0.55332
3;1.1329082213762072;0.6485333333333333;1.553751920814514;0.60736
4;0.8069846754876773;0.7281866666666666;1.4583518361663819;0.65516
5;0.5775419407410092;0.7871511111111111;1.432;0.67520
6;0.41471517390198176;0.8330088888888889;1.4133176045799256;0.7016
7;0.30711649589008755;0.8672266666666667;1.4293464144802093;0.70784
8;0.22137540121237437;0.8981288888888889;1.5309398987197875;0.72384
9;0.16365861858692435;0.92276;1.4409766561985016;0.74584
10;0.11729303523884879;0.9438844444444444;1.4502790483093262;0.7532
11;0.07562613014376826;0.9649644444444444;1.4655447123241425;0.76044
12;0.04149214824434784;0.9838355555555556;1.4126068826675415;0.77976
13;0.018481395582275257;0.9956488888888889;1.3770446424865723;0.79024
14;0.008266464215529462;0.9993244444444445;1.3946689356970787;0.7968
15;0.005618714530534214;0.9997422222222222;1.3946315990769864;0.80048
16;0.004872194171932837;0.9997777777777778;1.4029593589663505;0.80188
17;0.004528333185811837;0.9997955555555555;1.415387829697132;0.80248
18;0.00435946489940087;0.9997955555555555;1.4250740879321098;0.8024
19;0.0042484426592316275;0.9997955555555555;1.4351549119853972;0.80272
20;0.0041697130008062555;0.9997955555555555;1.4408686936092376;0.80288
21;0.004103408931367513;0.9997955555555555;1.4455437387859822;0.80304
22;0.004047105486531638;0.9997955555555555;1.4562520702266692;0.80304
23;0.004004684390792003;0.9997955555555555;1.4607760710263251;0.8036
24;0.0039604187295792835;0.9997955555555555;1.4667285946178437;0.8038
