epoch;loss;acc;val_loss;val_acc
0;11.96085118978037;0.0006565138191535595;6.690164685556851;0.005741865690272114
1;4.8161632762695605;0.07122712604306004;4.089170230132347;0.14720812182772117
2;3.073387784726493;0.24815297696570957;3.320649470288573;0.2595489722954569
3;2.163082250609881;0.39333499773621844;2.678983166877091;0.3797952900132651
4;1.5597113517610102;0.5064310614278567;2.649115127881077;0.42131979696175476
5;1.1379971414038643;0.5982042960001032;2.4757103987042477;0.46792044603726407
6;0.8384718462056387;0.6721499440532162;2.5720103513165777;0.5079470749895159
7;0.6356438859107144;0.7278611519500346;2.63523080220603;0.5259216110534911
8;0.4912328739156868;0.7784866894156881;2.6227156893528667;0.5474744112904083
9;0.3827030761196256;0.8183490989138711;2.715773471423331;0.5658650245783163
10;0.3077461915786586;0.8511747898743048;2.781270253169236;0.5687775651557657
11;0.24734449221253274;0.8783137766199637;2.807875233144126;0.5728551219403868
12;0.1955095522875023;0.9040010356246773;2.8616450470180532;0.5890821336787245
13;0.14239700415639647;0.9304557685372687;2.870711507402026;0.5926603977995862
14;0.09570188125799219;0.9561430275458404;2.8377533619957576;0.6029791129630387
15;0.054233200300195857;0.978760390953214;2.812095807685306;0.622451527033172
16;0.02081674010411886;0.9953951565924158;2.7608823015674573;0.6455854206838335
17;0.007816737229280677;0.9996208863861226;2.6935839168023694;0.6569859366195913
18;0.005338884492758;0.9998058198563067;2.7194042504404172;0.6583173837361761
19;0.004829648918770555;0.9998058198563067;2.739070226678517;0.6578180910674568
20;0.00458222871165097;0.9998058198563067;2.7586690603798893;0.658150952846603
21;0.004415056038759815;0.9998058198563067;2.770088489593102;0.6588166764048954
22;0.004294788144897599;0.9998058198563067;2.783156886854296;0.659066322739255
23;0.004200489877965696;0.9998058198563067;2.7933211258547552;0.6589831072944685
24;0.004118508029379254;0.9998058198563067;2.8020427711912506;0.660564200745413
